entrez,symbol,pubmed_id,type,organ_system,primary_site,cancer_type,method,coding_status,cgc_annotation,vogelstein_annotation,saito_annotation,NCG_oncogene,NCG_tsg,driver_type
114788,CSMD3,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,,,cancer
114788,CSMD3,22922871,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,,,,,,cancer
114788,CSMD3,30132154,WES,Core gastrointestinal,stomach,gastric_cancer,Recurrence-based,coding,,,,,,cancer
114788,CSMD3,22510280,WES,Thoracic,lung,non-small_cell_lung_cancer,"Literature-based, Paper-specific",coding,,,,,,cancer
114788,CSMD3,27058444,WGS-WES,Core gastrointestinal,esophagus,esophageal_squamous_carcinoma,MutSig,coding,,,,,,cancer
114788,CSMD3,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,,,,,,cancer
114788,CSMD3,25351205,WGS-WES,Urologic,kidney,clear_cell_renal_cancer,MuSiC,coding,,,,,,cancer
114788,CSMD3,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
114788,CSMD3,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
114788,CSMD3,22484628,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
114790,STK11IP,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,,,,,,cancer
114795,TMEM132B,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
114805,GALNT13,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,,,,,,cancer
114815,SORCS1,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
114882,OSBPL8,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
114897,C1QTNF1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
114907,FBXO32,20668451,Gene Panel,Gynecologic,breast,breast_cancer,Wood-based,coding,,,,,,cancer
115098,CCDC124,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
115209,OMA1,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
115273,RAB42,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
115294,PCMTD1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
115350,FCRL1,25362482,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,MutSig,coding,,,,,,cancer
115416,MALSU1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
115557,ARHGEF25,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
115701,ALPK2,27348297,WES,Gynecologic,uterus,endometrial_cancer,MutSig,coding,,,,,,cancer
115701,ALPK2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
115701,ALPK2,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,,,,,,cancer
115817,DHRS1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
116028,RMI2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"TSG, fusion",,,0.0,1.0,cancer
116039,OSR2,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
116236,ABHD15,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
116285,ACSM1,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
116441,TM4SF18,26790612,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MuSiC,coding,,,,,,cancer
116441,TM4SF18,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
116511,MAS1L,20668451,Gene Panel,Gynecologic,ovary,ovarian_cancer,Wood-based,coding,,,,,,cancer
116931,MED12L,28098136,WGS-WES,Head and neck,head_and_neck,nasopharyngeal_carcinoma,MutSig,coding,,,,,,cancer
116931,MED12L,21804550,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,Paper-specific,coding,,,,,,cancer
117154,DACH2,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,,,,,,cancer
118424,UBE2J2,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
118427,OLFM3,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
118491,CFAP70,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
118611,C10orf90,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
118788,PIK3AP1,21798897,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,Recurrence-based,coding,,,,,,cancer
118788,PIK3AP1,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
118788,PIK3AP1,23619167,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,Paper-specific,coding,,,,,,cancer
118924,FRA10AC1,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
119548,PNLIPRP3,24952744,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
119559,SFXN4,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
119587,CPXM2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
119694,OR51F2,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
120114,FAT3,21720365,WES,Gynecologic,ovary,ovarian_cancer,"MutSig, MuSiC",coding,,,,0.0,0.0,cancer
120114,FAT3,23636398,WES,Gynecologic,uterus,endometrial_cancer,MuSiC,coding,,,,0.0,0.0,cancer
120114,FAT3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,,,,0.0,0.0,cancer
120114,FAT3,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,0.0,0.0,cancer
120114,FAT3,30132154,WES,Core gastrointestinal,stomach,gastric_cancer,Recurrence-based,coding,,,,0.0,0.0,cancer
120114,FAT3,24952746,WES,Head and neck,head_and_neck,nasopharyngeal_carcinoma,MutSig,coding,,,,0.0,0.0,cancer
120114,FAT3,28352668,WES-Gene Panel,Endocrine,parathyroid_gland,parathyroid_carcinoma,"Recurrence-based, Literature-based",coding,,,,0.0,0.0,cancer
120114,FAT3,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,,,,0.0,0.0,cancer
120114,FAT3,25351205,WGS-WES,Urologic,kidney,clear_cell_renal_cancer,MuSiC,coding,,,,0.0,0.0,cancer
120114,FAT3,28452984,WES,Hematologic and lymphatic,blood,chronic_myeloid_leukemia,"Recurrence-based, Literature-based",coding,,,,0.0,0.0,cancer
120776,OR2D2,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
120863,DEPDC4,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
120892,LRRK2,30718927,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D",coding,,,,,,cancer
120892,LRRK2,22138691,WES,Urologic,kidney,clear_cell_renal_cancer,Wood-based,coding,,,,,,cancer
120892,LRRK2,28296713,WES,Skin,skin,mucosal_melanoma,Recurrence-based,coding,,,,,,cancer
120892,LRRK2,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,,,,,,cancer
120935,CCDC38,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
121227,LRIG3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"TSG, fusion",,,0.0,1.0,cancer
121256,TMEM132D,22941188,WES,Thoracic,lung,small_cell_lung_cancer,MuSiC,coding,,,,,,cancer
121256,TMEM132D,22941189,WES,Thoracic,lung,small_cell_lung_cancer,Wood-based,coding,,,,,,cancer
121364,OR10A7,22895193,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Wood-based,coding,,,,,,cancer
121551,BTBD11,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
121601,ANO4,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
122651,RNASE11,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
122740,OR4K14,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
122742,OR4L1,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
122961,ISCA2,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
123872,DNAAF1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
123876,ACSM2A,26608593,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MuSiC,coding,,,,,,cancer
124245,ZC3H18,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
124245,ZC3H18,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
124404,SEPTIN12,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
124512,METTL23,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
124540,MSI2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
124626,ZPBP2,30606723,WGS,Hematologic and lymphatic,blood,"dlblc, follicular_lymphoma",Paper-specific,noncoding,,,,,,cancer
125061,AFMID,27348297,WES,Gynecologic,uterus,endometrial_cancer,MutSig,coding,,,,,,cancer
125113,KRT222,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
125113,KRT222,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
125150,ZSWIM7,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
125336,LOXHD1,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
125950,RAVER1,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
125963,OR1M1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
125963,OR1M1,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
126206,NLRP5,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
126374,WTIP,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
126410,CYP4F22,23143597,WES,Hematologic and lymphatic,blood,burkitt lymphoma,Recurrence-based,coding,,,,,,cancer
126410,CYP4F22,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
126432,RINL,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
126567,C2CD4C,25401301,WES,Urologic,kidney,non-clear_cell_renal_cancer,Wood-based,coding,,,,,,cancer
126668,TDRD10,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
126669,SHE,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
126792,B3GALT6,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
126969,SLC44A3,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
127003,C1orf194,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
127255,LRRIQ3,27687306,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,,,,,,cancer
127255,LRRIQ3,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
127262,TPRG1L,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
127294,MYOM3,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
127602,DNAH14,26121086,WES,Soft tissue,peripheral_nervous_system,neuroblastoma,Recurrence-based,coding,,,,,,cancer
128025,WDR64,29489754,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,MuSiC,coding,,,,,,cancer
128434,VSTM2L,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
128553,TSHZ2,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,,,,,,cancer
128611,ZNF831,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
128646,SIRPD,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
128674,PROKR2,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
129446,XIRP2,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,,,cancer
129446,XIRP2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
129446,XIRP2,22561520,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,,,,,,cancer
129563,DIS3L2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
129642,MBOAT2,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
130507,UBR3,22634756,WGS,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,,,,,,cancer
131873,COL6A6,27009842,WES,Soft tissue,peripheral_nervous_system,neuroblastoma,Paper-specific,coding,,,,,,cancer
132001,TAMM41,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
132243,H1-8,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
132430,PABPC4L,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",noncoding,,,,,,cancer
132430,PABPC4L,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,,,,,,cancer
132671,SPATA18,27687306,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,,,,,,cancer
132720,FAM241A,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
132864,CPEB2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
132884,EVC2,22895193,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Wood-based,coding,,,,,,cancer
133060,OTOP1,22634756,WGS,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,,,,,,cancer
133060,OTOP1,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,,,cancer
134359,POC5,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
135948,OR2F2,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
136895,C7orf31,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
136991,ASZ1,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
137209,ZNF572,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
137835,TMEM71,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
137868,SGCZ,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
137902,PXDNL,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,,,,,,cancer
137964,GPAT4,24185513,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,,,,,,cancer
137970,UNC5D,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
137970,UNC5D,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,,,,,,cancer
138009,DCAF4L2,23000897,WES,Gynecologic,breast,breast_cancer,MuSiC,coding,,,,,,cancer
138046,RALYL,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
138241,C9orf85,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
138474,TAF1L,24755198,WES-Gene Panel,Skin,skin,melanoma,Recurrence-based,coding,,,,,,cancer
138639,PTPDC1,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
138804,OR13C4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
139081,MAGEC3,23263491,WES,Hematologic and lymphatic,blood,acute_lymphoblastic_leukemia,MuSiC,coding,,,,,,cancer
139081,MAGEC3,21804550,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,Paper-specific,coding,,,,,,cancer
139135,PASD1,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
139285,AMER1,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,29945994,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
139285,AMER1,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
139378,ADGRG4,24185513,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,,,,,,cancer
139628,FOXR2,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
139716,GAB3,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
139804,RBMXL3,27313181,WES,Core gastrointestinal,stomach,mucinous_gastric_cancer,Recurrence-based,coding,,,,,,cancer
140453,MUC17,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
140453,MUC17,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,,,,,,cancer
140453,MUC17,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
140453,MUC17,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
140462,ASB9,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
140690,CTCFL,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
140733,MACROD2,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
140831,ZSWIM3,22484628,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
140836,BANF2,25609015,WES,Urologic,testis,testicular_germ_cell_cancer,MutSig,coding,,,,,,cancer
140838,NANP,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
140881,DEFB129,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
140885,SIRPA,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,,,0.0,1.0,cancer
140885,SIRPA,29489754,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,MuSiC,coding,TSG,,,0.0,1.0,cancer
142684,RAB40A,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
142685,ASB15,22138691,WES,Urologic,kidney,clear_cell_renal_cancer,Wood-based,coding,,,,,,cancer
143162,FRMPD2,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
143502,OR52I2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
144321,GLIPR1L2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
144347,RFLNA,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,,,,,,cancer
144535,CFAP54,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
144568,A2ML1,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,,,,,,cancer
145173,B3GLCT,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
145264,SERPINA12,18772396,WES,Soft tissue,brain,glioblastoma,Wood-based,coding,,,,,,cancer
145581,LRFN5,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,,,cancer
145581,LRFN5,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,,,,,,cancer
145581,LRFN5,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
146057,TTBK2,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,,,,,,cancer
146167,SLC38A8,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
146664,MGAT5B,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
146754,DNAH2,26648538,WGS-Gene Panel,Hematologic and lymphatic,blood,chronic_myelomonocytic_leukemia,Recurrence-based,coding,,,,,,cancer
146850,PIK3R6,23619167,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,Paper-specific,coding,,,,,,cancer
146850,PIK3R6,26258847,WES-Gene Panel,Hematologic and lymphatic,blood,cutaneous_T_cell_lymphoma,Recurrence-based,coding,,,,,,cancer
146852,ODF4,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
146852,ODF4,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
146857,SLFN13,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
147007,TMEM199,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
147179,WIPF2,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
147323,STARD6,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
147409,DSG4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
147409,DSG4,18772396,WES,Soft tissue,brain,glioblastoma,Wood-based,coding,,,,,,cancer
147660,ZNF578,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
147872,KASH5,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,,,,,,cancer
147991,DPY19L3,26790612,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MuSiC,coding,,,,,,cancer
148113,CILP2,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
148156,ZNF558,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
148327,CREB3L4,27325650,WES,Urologic,penis,penile_squamous_cancer,"IntOGen, Literature-based",coding,,,,,,cancer
148345,C1orf127,22622578,WGS,Skin,skin,melanoma,MutSig,coding,,,,,,cancer
148811,PM20D1,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,,,,,,cancer
148811,PM20D1,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
148823,GCSAML,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
148823,GCSAML,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
149076,ZNF362,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
149297,FAM78B,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
149345,SHISA4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
149371,EXOC8,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
149685,ADIG,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
150160,CCT8L2,24185513,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,,,,,,cancer
150864,FAM117B,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
151056,PLB1,25079317,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,MutSig,coding,,,,,,cancer
151254,C2CD6,27687306,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,,,,,,cancer
151313,FAHD2B,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
151613,TTC14,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
151742,PPM1L,20668451,Gene Panel,Gynecologic,breast,breast_cancer,Wood-based,coding,,,,,,cancer
